2021-03-13 22:06:28.515492,2021-03-14 03:30:58.714473,5:24:30.198981,5:24:30.198981
2021-03-14 14:14:43.021849,2021-03-14 14:15:12.991074,0:00:29.969225,5:25:00.168206
2021-03-14 14:52:04.626445,2021-03-14 14:52:06.294961,0:00:01.668516,5:25:01.836722
2021-03-14 17:00:34.379558,2021-03-14 17:04:28.105691,0:03:53.726133,5:28:55.562855
2021-03-14 17:10:17.666275,2021-03-14 17:31:11.120739,0:20:53.454464,5:49:49.017319
2021-03-15 21:28:16.667577,2021-03-16 01:05:54.269662,3:37:37.602085,9:27:26.619404
2021-03-16 01:05:56.265482,2021-03-16 02:26:13.779279,1:20:17.513797,10:47:44.133201
2021-03-16 14:09:09.211761,2021-03-16 14:36:44.329634,0:27:35.117873,11:15:19.251074
2021-03-16 14:36:48.391556,2021-03-16 15:03:18.029876,0:26:29.638320,11:41:48.889394
2021-03-16 15:03:19.388110,2021-03-16 16:02:27.108555,0:59:07.720445,12:40:56.609839
2021-03-16 22:35:50.504256,2021-03-17 01:12:23.157636,2:36:32.653380,15:17:29.263219
2021-03-17 14:56:17.723625,2021-03-17 16:22:43.632827,1:26:25.909202,16:43:55.172421
2021-03-17 16:22:47.191060,2021-03-17 18:10:34.068960,1:47:46.877900,18:31:42.050321
2021-03-18 00:22:22.603093,2021-03-18 00:22:26.118717,0:00:03.515624,18:31:45.565945
2021-03-18 00:22:42.321842,2021-03-18 00:50:28.962467,0:27:46.640625,18:59:32.206570
2021-03-18 00:50:56.524967,2021-03-18 00:51:12.024968,0:00:15.500001,18:59:47.706571
2021-03-18 00:51:42.806217,2021-03-18 01:47:46.736911,0:56:03.930694,19:55:51.637265
2021-03-18 14:25:19.924410,2021-03-18 17:34:16.387831,3:08:56.463421,23:04:48.100686
2021-03-18 17:34:17.247205,2021-03-18 17:58:43.934448,0:24:26.687243,23:29:14.787929
2021-03-18 17:58:44.762574,2021-03-18 18:25:26.715701,0:26:41.953127,23:55:56.741056
2021-03-18 18:25:27.512575,2021-03-18 18:33:26.215699,0:07:58.703124,"1 day, 0:03:55.444180"
2021-03-18 19:59:57.934449,2021-03-18 20:26:59.950075,0:27:02.015626,"1 day, 0:30:57.459806"
2021-03-18 20:27:00.637577,2021-03-18 22:13:30.247837,1:46:29.610260,"1 day, 2:17:27.070066"
2021-03-20 22:31:13.653297,2021-03-20 23:25:26.700171,0:54:13.046874,"1 day, 3:11:40.116940"
2021-03-20 23:25:27.434547,2021-03-21 00:15:24.403296,0:49:56.968749,"1 day, 4:01:37.085689"
2021-03-21 15:26:17.452215,2021-03-21 16:03:23.186589,0:37:05.734374,"1 day, 4:38:42.820063"
2021-03-21 16:03:24.764715,2021-03-21 19:41:53.217840,3:38:28.453125,"1 day, 8:17:11.273188"
2021-03-21 19:41:54.577215,2021-03-21 20:12:55.389714,0:31:00.812499,"1 day, 8:48:12.085687"
2021-03-21 20:12:56.233465,2021-03-21 23:01:52.733468,2:48:56.500003,"1 day, 11:37:08.585690"
2021-03-21 23:01:53.952219,2021-03-21 23:30:07.889715,0:28:13.937496,"1 day, 12:05:22.523186"
2021-03-22 19:01:14.451203,2021-03-22 19:07:32.919953,0:06:18.468750,"1 day, 12:11:40.991936"
2021-03-22 19:36:13.623078,2021-03-22 20:35:54.935582,0:59:41.312504,"1 day, 13:11:22.304440"
2021-03-22 20:35:55.591835,2021-03-22 22:30:42.685578,1:54:47.093743,"1 day, 15:06:09.398183"
2021-03-22 22:30:43.670000,2021-03-23 00:39:23.761012,2:08:40.091012,"1 day, 17:14:49.489195"
2021-03-23 00:39:25.026632,2021-03-23 01:48:09.698507,1:08:44.671875,"1 day, 18:23:34.161070"
2021-03-23 01:48:11.807882,2021-03-23 01:54:25.776632,0:06:13.968750,"1 day, 18:29:48.129820"
2021-03-23 04:46:03.589138,2021-03-23 04:48:44.854764,0:02:41.265626,"1 day, 18:32:29.395446"
2021-03-23 06:47:01.354759,2021-03-23 06:49:11.526632,0:02:10.171873,"1 day, 18:34:39.567319"
2021-03-23 10:47:53.620382,2021-03-23 10:50:21.979761,0:02:28.359379,"1 day, 18:37:07.926698"
2021-03-23 20:03:37.888838,2021-03-23 21:38:26.623207,1:34:48.734369,"1 day, 20:11:56.661067"
2021-03-23 21:38:27.529458,2021-03-24 00:35:27.310708,2:56:59.781250,"1 day, 23:08:56.442317"
2021-03-24 02:34:07.779457,2021-03-24 02:36:16.279457,0:02:08.500000,"1 day, 23:11:04.942317"
2021-03-24 06:35:08.920086,2021-03-24 06:37:27.013833,0:02:18.093747,"1 day, 23:13:23.036064"
2021-03-24 08:35:59.195181,2021-03-24 08:38:10.320180,0:02:11.124999,"1 day, 23:15:34.161063"
2021-03-24 09:51:09.804557,2021-03-24 09:51:22.882680,0:00:13.078123,"1 day, 23:15:47.239186"
2021-03-24 09:51:09.804557,2021-03-28 16:27:51.312047,"4 days, 6:36:41.507490","6 days, 5:52:28.746676"
2021-03-28 16:27:52.624547,2021-03-28 18:32:43.548674,2:04:50.924127,"6 days, 7:57:19.670803"
2021-03-28 18:32:44.439302,2021-03-28 23:53:02.660708,5:20:18.221406,"6 days, 13:17:37.892209"
2021-03-29 17:39:19.340288,2021-03-29 22:06:37.012766,4:27:17.672478,"6 days, 17:44:55.564687"
2021-03-29 22:06:38.684650,2021-03-30 00:53:45.469516,2:47:06.784866,"6 days, 20:32:02.349553"
2021-03-31 01:26:13.306844,2021-03-31 02:08:07.608703,0:41:54.301859,"6 days, 21:13:56.651412"
2021-03-31 18:23:09.121436,2021-03-31 18:54:51.635964,0:31:42.514528,"6 days, 21:45:39.165940"
2021-03-31 18:55:17.230960,2021-03-31 20:49:40.019275,1:54:22.788315,"6 days, 23:40:01.954255"
2021-03-31 20:49:41.113046,2021-04-01 00:26:45.973116,3:37:04.860070,"7 days, 3:17:06.814325"
2021-04-01 17:21:44.445613,2021-04-01 18:32:00.148007,1:10:15.702394,"7 days, 4:27:22.516719"
2021-04-02 21:47:59.738913,2021-04-02 23:10:37.320132,1:22:37.581219,"7 days, 5:50:00.097938"
2021-04-02 23:11:56.398797,2021-04-02 23:15:32.072136,0:03:35.673339,"7 days, 5:53:35.771277"
