2021-03-17 22:34:00.353092,2021-03-17 22:34:00.853092,0:00:00.500000,0:00:00.500000
2021-03-17 22:34:00.853092,2021-03-17 23:14:55.509343,0:40:54.656251,0:40:55.156251
2021-03-17 23:15:11.603093,2021-03-17 23:15:20.368718,0:00:08.765625,0:41:03.921876
2021-03-17 23:15:26.556218,2021-03-17 23:16:31.868718,0:01:05.312500,0:42:09.234376
2021-03-17 23:16:34.118718,2021-03-17 23:18:18.853092,0:01:44.734374,0:43:53.968750
2021-03-17 23:18:21.306217,2021-03-17 23:18:26.993718,0:00:05.687501,0:43:59.656251
2021-03-17 23:19:28.149968,2021-03-17 23:19:37.446843,0:00:09.296875,0:44:08.953126
2021-03-17 23:19:38.884342,2021-03-17 23:19:43.353092,0:00:04.468750,0:44:13.421876
2021-03-17 23:19:45.649967,2021-03-17 23:19:46.134342,0:00:00.484375,0:44:13.906251
2021-03-17 23:19:46.149971,2021-03-17 23:19:49.212467,0:00:03.062496,0:44:16.484372
2021-03-17 23:20:37.993717,2021-03-17 23:22:12.462467,0:01:34.468750,0:45:50.953122
2021-03-17 23:22:14.837467,2021-03-17 23:22:19.134342,0:00:04.296875,0:45:55.249997
2021-03-17 23:25:45.431218,2021-03-17 23:25:49.759342,0:00:04.328124,0:45:59.578121
2021-03-18 14:37:48.690036,2021-03-18 14:39:13.846286,0:01:25.156250,0:47:24.734371
2021-03-18 14:53:03.330660,2021-03-18 15:04:42.940036,0:11:39.609376,0:59:04.343747
2021-03-18 15:04:45.565036,2021-03-18 15:12:27.252536,0:07:41.687500,1:06:46.031247
2021-03-18 21:45:15.434449,2021-03-18 22:00:33.715698,0:15:18.281249,1:22:04.312496
2021-03-18 22:00:40.231323,2021-03-18 22:09:13.184448,0:08:32.953125,1:30:37.265621
2021-03-18 22:10:28.387573,2021-03-18 22:11:51.043824,0:01:22.656251,1:31:59.921872
2021-03-18 22:13:56.747836,2021-03-18 22:19:56.841584,0:06:00.093748,1:38:00.015620
2021-03-21 22:25:35.264715,2021-03-21 22:26:34.499090,0:00:59.234375,1:38:59.249995
2021-03-23 00:02:15.604757,2021-03-23 00:05:40.557888,0:03:24.953131,1:42:24.203126
2021-03-23 00:05:47.589135,2021-03-23 00:10:49.792261,0:05:02.203126,1:47:26.406252
2021-03-23 00:10:58.682883,2021-03-23 00:12:25.167258,0:01:26.484375,1:48:52.890627
2021-03-23 00:13:13.932884,2021-03-23 00:36:19.667258,0:23:05.734374,2:11:58.625001
2021-03-23 17:15:41.032080,2021-03-23 17:17:05.328956,0:01:24.296876,2:13:22.921877
2021-04-22 21:02:37.867044,2021-04-22 21:04:27.648294,0:01:49.781250,2:15:12.703127
