2021-04-15 16:29:21.343294,2021-04-15 16:29:22.593310,0:00:01.250016,0:00:01.250016
2021-04-15 16:33:20.205750,2021-04-15 17:57:33.513723,1:24:13.307973,1:24:14.557989
2021-04-15 17:57:57.732722,2021-04-15 18:44:17.914440,0:46:20.181718,2:10:34.739707
2021-04-15 18:44:18.851949,2021-04-15 21:13:11.199584,2:28:52.347635,4:39:27.087342
2021-04-15 21:13:17.121503,2021-04-15 21:17:40.405470,0:04:23.283967,4:43:50.371309
2021-04-15 21:19:44.446221,2021-04-16 01:58:57.131097,4:39:12.684876,9:23:03.056185
2021-04-18 22:40:05.472426,2021-04-19 01:46:42.911028,3:06:37.438602,12:29:40.494787
2021-04-20 20:04:02.305992,2021-04-20 22:01:31.953665,1:57:29.647673,14:27:10.142460
2021-04-22 13:58:51.523294,2021-04-22 14:30:00.179543,0:31:08.656249,14:58:18.798709
2021-04-22 15:52:46.195174,2021-04-22 17:35:12.460794,1:42:26.265620,16:40:45.064329
2021-04-23 10:42:07.038117,2021-04-23 10:48:30.228137,0:06:23.190020,16:47:08.254349
2021-04-25 15:07:35.350994,2021-04-25 20:10:59.788494,5:03:24.437500,21:50:32.691849
2021-04-27 15:52:03.733111,2021-04-27 19:13:26.576862,3:21:22.843751,"1 day, 1:11:55.535600"
2021-04-29 14:20:50.640031,2021-04-29 16:37:06.155655,2:16:15.515624,"1 day, 3:28:11.051224"
2021-06-05 05:31:06.628949,2021-06-05 05:31:08.425824,0:00:01.796875,"1 day, 3:28:12.848099"
