2021-03-20 17:38:55.122046,2021-03-20 19:29:37.981420,1:50:42.859374,1:50:42.859374
2021-04-11 19:32:54.227818,2021-04-11 20:46:57.519680,1:14:03.291862,3:04:46.151236
2021-04-11 20:46:58.566577,2021-04-11 21:13:05.298142,0:26:06.731565,3:30:52.882801
2021-04-22 19:09:07.148293,2021-04-22 21:51:19.288919,2:42:12.140626,6:13:05.023427
2021-04-22 21:51:57.742045,2021-04-22 22:36:10.288919,0:44:12.546874,6:57:17.570301
2021-05-07 21:32:49.762805,2021-05-08 00:19:22.894214,2:46:33.131409,9:43:50.701710
2021-05-08 16:46:06.647977,2021-05-08 18:27:45.491723,1:41:38.843746,11:25:29.545456
2021-05-08 18:27:45.647974,2021-05-08 18:28:08.429223,0:00:22.781249,11:25:52.326705
2021-05-08 19:31:29.976101,2021-05-08 20:00:41.163598,0:29:11.187497,11:55:03.514202
2021-05-15 20:01:15.220763,2021-05-15 20:53:48.627010,0:52:33.406247,12:47:36.920449
2021-05-15 20:53:48.595764,2021-05-15 23:05:57.205135,2:12:08.609371,14:59:45.529820
2021-05-20 21:31:03.361076,2021-05-20 21:53:50.595453,0:22:47.234377,15:22:32.764197
2021-05-20 21:53:50.657951,2021-05-20 23:20:45.329826,1:26:54.671875,16:49:27.436072
2021-05-23 17:37:24.038443,2021-05-23 18:21:30.757195,0:44:06.718752,17:33:34.154824
2021-06-03 20:48:28.705190,2021-06-03 21:22:45.080190,0:34:16.375000,18:07:50.529824
2021-06-19 14:52:51.652973,2021-06-19 16:40:35.496723,1:47:43.843750,19:55:34.373574
2021-07-06 14:09:40.402588,2021-07-06 14:35:53.980713,0:26:13.578125,20:21:47.951699
