2021-04-08 21:50:10.192432,2021-04-08 21:50:57.974186,0:00:47.781754,0:00:47.781754
2021-04-21 20:38:30.752346,2021-04-21 21:12:37.721097,0:34:06.968751,0:34:54.750505
2021-04-22 18:24:55.288919,2021-04-22 18:34:20.413918,0:09:25.124999,0:44:19.875504
2021-05-02 17:54:21.487053,2021-05-02 19:14:31.065178,1:20:09.578125,2:04:29.453629
2021-06-27 17:52:54.895919,2021-06-27 18:05:06.255293,0:12:11.359374,2:16:40.813003
2021-07-01 22:55:44.265255,2021-07-01 22:56:22.796501,0:00:38.531246,2:17:19.344249
2021-07-02 00:58:26.109000,2021-07-02 01:11:36.046501,0:13:09.937501,2:30:29.281750
2021-07-02 02:38:59.054362,2021-07-02 04:57:25.819986,2:18:26.765624,4:48:56.047374
2021-07-03 23:28:36.226556,2021-07-04 04:34:49.094645,5:06:12.868089,9:55:08.915463
2021-07-04 14:41:50.157146,2021-07-04 21:32:32.516521,6:50:42.359375,16:45:51.274838
2021-07-04 21:33:09.704022,2021-07-04 22:18:42.891520,0:45:33.187498,17:31:24.462336
2021-07-07 01:05:21.886951,2021-07-07 01:46:01.402576,0:40:39.515625,18:12:03.977961
2021-07-08 00:41:33.462240,2021-07-08 00:43:12.305989,0:01:38.843749,18:13:42.821710
2021-08-21 00:27:02.149705,2021-08-21 00:27:07.102830,0:00:04.953125,18:13:47.774835
2021-08-26 19:36:38.701148,2021-08-26 19:37:34.076149,0:00:55.375001,18:14:43.149836
